,x,y,z,CLUSTERS_DBSCAN_2d,CLUSTERS_DBSCAN_3d
638,201.990127,63.932577,40.044751,0,10
639,201.990138,63.932577,40.044751,0,10
640,198.125166,65.714365,44.562601,-1,-1
641,195.840198,67.414639,43.901712,0,-1
642,196.330865,69.510461,41.49998,0,-1
643,194.253158,70.527156,41.5012,0,-1
644,194.944181,71.84774,39.986764,0,-1
645,197.020174,70.842002,39.998576,0,-1
646,192.684133,73.675738,39.340799,0,-1
647,193.383417,75.018046,37.862269,0,-1
648,193.875197,77.159801,35.791581,0,-1
649,191.840212,78.23666,35.886629,14,-1
650,200.287552,77.325036,33.138562,-1,-1
651,197.439986,77.957884,33.581999,0,11
652,197.433606,77.941382,33.23085,0,11
653,198.951281,79.714703,31.762031,0,-1
654,201.012778,78.755438,31.840407,0,-1
655,198.161565,75.608523,35.022301,0,11
656,199.768882,75.083001,34.612351,0,-1
657,196.698873,76.527716,35.0565,0,11
658,193.853731,82.215334,31.702287,0,-1
659,193.124527,80.780079,33.131498,0,-1
660,195.176505,79.752058,33.050313,0,-1
661,195.908249,81.192767,31.724969,0,-1
662,217.709549,93.778671,20.694,0,1
663,220.862678,92.390426,20.936899,0,1
664,219.202205,92.891707,20.919487,0,1
665,195.764247,92.347723,24.341776,0,1
666,197.780412,91.363259,24.326725,0,1
667,194.890099,91.090496,25.2166,0,1
668,197.298825,89.910424,25.170925,0,1
669,196.561414,93.987364,23.142799,0,1
670,197.060196,95.509613,22.389775,0,1
671,199.373689,68.112743,41.587692,0,-1
672,201.461025,67.141575,41.721102,0,-1
673,202.154066,68.479855,40.2316,0,-1
674,204.528969,65.804409,41.933656,0,-1
675,206.618975,64.849174,42.124998,0,-1
676,205.220178,67.124132,40.451657,0,-1
677,203.638976,70.238286,38.092186,0,-1
678,202.16795,71.055575,37.851156,0,12
679,200.569453,71.591828,37.926158,0,12
680,199.862688,70.218088,39.364,0,12
681,195.449895,74.013345,37.71045,0,-1
682,197.040378,73.446817,37.564238,0,-1
683,198.489313,72.583258,37.728998,0,12
684,208.090486,66.568689,39.954001,0,13
685,210.885828,67.026659,38.734314,0,13
686,208.803393,67.952802,38.536593,0,13
687,213.953945,65.660518,38.722099,0,-1
688,212.493373,66.527378,38.636508,0,-1
689,212.365575,68.741048,36.762913,0,-1
690,214.451377,67.806576,36.935318,0,-1
691,207.323408,68.793459,38.159861,0,13
692,205.715326,69.304922,38.191801,0,-1
693,207.214474,71.03586,36.30255,0,-1
694,209.295579,70.113931,36.488738,0,-1
695,202.063458,73.379205,35.803312,0,-1
696,204.127817,72.411089,35.411701,0,-1
697,204.183098,75.072285,33.766426,0,-1
698,202.572044,75.594845,33.812539,0,-1
699,205.650703,74.228805,33.991999,0,-1
700,206.958672,76.809575,31.549788,0,14
701,205.342806,77.329603,31.5917,0,14
702,206.230103,79.128629,30.056169,0,14
703,207.701851,78.289656,30.275826,0,14
704,188.811502,84.852849,32.2017,0,-1
705,186.592701,86.800652,32.043918,0,0
706,187.315927,88.204231,30.672544,0,0
707,185.923659,89.199461,30.772762,0,0
708,191.604806,84.073102,31.333201,0,-1
709,189.3535,87.126403,30.314982,0,0
710,190.927445,86.464489,30.004575,0,-1
711,194.378053,84.482305,29.792601,0,-1
712,195.978607,83.898509,29.618738,0,-1
713,197.421575,83.000825,29.731788,0,-1
714,195.901582,86.28062,27.39,0,1
715,197.945397,85.304798,27.907313,0,-1
716,196.443954,88.637028,26.301094,0,1
717,194.419601,89.642331,26.365874,0,1
718,203.870396,78.177743,31.349899,0,14
719,204.61055,79.674449,30.088869,0,14
720,206.170416,81.509648,28.367306,0,-1
721,208.218399,80.581211,28.498493,0,-1
722,199.471383,82.022485,29.7586,0,-1
723,201.08552,81.480423,29.677751,0,-1
724,191.383655,91.210407,26.4981,0,1
725,192.984218,90.590441,26.258787,0,1
726,192.21884,92.425922,25.486199,0,1
727,187.710899,96.651001,25.123326,0,1
728,189.837669,93.70462,25.6821,0,1
729,189.115501,95.634033,25.026374,0,1
730,190.686676,94.941404,24.691051,0,1
731,188.473285,98.202883,23.859475,0,1
732,190.078004,97.543911,23.549725,0,1
733,189.362999,99.522288,22.992351,0,1
734,192.707202,93.918448,24.385137,0,1
735,194.143507,92.962107,24.401501,0,1
736,195.115746,94.9305,23.154438,0,1
737,193.498199,95.53215,23.340532,0,1
738,190.645369,102.678316,21.067101,0,1
739,192.269419,102.040632,20.809062,0,1
740,191.552246,104.044151,20.352138,0,1
741,215.960356,69.629111,34.7596,0,-1
742,214.497101,70.475574,34.545139,0,-1
743,212.888178,70.999125,34.597724,0,-1
744,211.378746,76.826108,30.306162,0,1
745,209.759284,77.352417,30.351662,0,1
746,212.844355,75.968805,30.5124,0,1
747,214.908161,75.032115,30.677637,0,1
748,216.52935,74.508295,30.635288,0,1
749,217.995992,73.648897,30.8403,0,1
750,201.548049,86.236602,26.2899,0,1
751,202.421997,87.497926,25.397325,0,1
752,202.912201,89.003401,24.530775,0,1
753,203.709999,90.691371,23.532049,0,1
754,203.184989,85.713588,26.271787,0,1
755,204.657553,84.836852,26.459999,0,1
756,205.156845,86.303974,25.614137,0,1
757,199.242591,90.473973,23.8132,0,1
758,200.877858,89.904394,24.126401,0,1
759,206.691376,83.912625,26.602699,0,1
760,207.572655,85.197731,25.811001,0,1
761,208.067299,86.722097,24.931887,0,1
762,208.87365,88.43095,23.989223,0,1
763,208.334503,83.405469,26.617751,0,1
764,209.814476,82.531125,26.819,0,1
765,210.317802,84.025116,26.011288,0,1
766,213.491951,81.119719,27.018138,0,1
767,214.981013,80.249675,27.230499,0,1
768,215.487701,81.775565,26.472575,0,1
769,209.555215,85.852446,25.066199,0,1
770,209.555207,85.845587,24.7353,0,1
771,211.211371,85.353077,25.1012,0,1
772,212.035294,87.07611,24.311426,0,1
773,210.533997,87.949547,24.014262,0,1
774,217.010714,79.306664,27.555126,0,1
775,216.227354,77.711756,28.4933,0,1
776,213.228627,84.461136,25.3044,0,1
777,214.048203,86.189013,24.530463,0,1
778,217.956728,90.363028,22.204625,0,1
779,219.448412,89.473796,22.400801,0,1
780,219.95565,91.042198,21.738426,0,1
781,201.445883,94.98255,21.691338,0,1
782,203.094481,94.474498,21.692301,0,1
783,199.954424,95.888188,21.518299,0,1
784,197.954159,96.834263,21.476125,0,1
785,198.786346,98.543731,20.682237,0,1
786,208.851349,97.372135,19.882938,0,1
787,212.526899,96.006812,20.1527,0,1
788,210.522049,96.898236,19.948826,0,1
789,213.361794,97.775398,19.448063,0,1
790,192.86637,99.365568,21.6758,0,1
791,193.699951,101.048813,20.847876,0,1
